id,comment,label
872,Shut up.,1
470,Thanks for clarifying.,0
675,Embarrassing.,1
503,I can't stand you.,1
6,Nice design!,0
40,Well written!,0
555,This is absolute nonsense.,1
359,Thanks for sharing.,0
895,Dumb comment.,1
633,This is stupid.,1
288,I like this.,0
608,Stupidest thing I’ve seen.,1
737,"Ugh, shut your mouth.",1
791,You suck.,1
436,Very informative.,0
285,Appreciate this insight.,0
175,You are very kind.,0
760,Why are you even here?,1
11,Thanks for sharing.,0
897,This is garbage.,1
839,Get lost.,1
55,Positive vibes only.,0
990,Worst post ever.,1
150,I agree with your thoughts.,0
385,Well written!,0
864,Ignorant fool.,1
552,Nobody likes you.,1
771,Completely wrong.,1
655,Worst post ever.,1
788,You have no idea what you're saying.,1
969,"Ugh, shut your mouth.",1
907,This is stupid.,1
2,"Super helpful, thanks!",0
845,Worst advice ever.,1
878,Worst post ever.,1
505,Nobody likes you.,1
287,You are very kind.,0
210,You're so smart.,0
601,You're delusional.,1
539,Worst thing ever.,1
634,I can't stand you.,1
564,Disgusting.,1
654,This is stupid.,1
856,This is trash.,1
410,Nice design!,0
985,You're so annoying.,1
986,You sound like a moron.,1
637,Worst thing ever.,1
203,I agree with your thoughts.,0
677,Worst thing ever.,1
474,Clean and elegant code.,0
100,That's a great idea.,0
129,You made my day!,0
492,Well written!,0
825,I can't stand you.,1
289,You're brilliant.,0
219,Cool project!,0
886,Ignorant fool.,1
466,You made my day!,0
589,"Ugh, shut your mouth.",1
91,Cool project!,0
24,Looks great to me.,0
568,This is garbage.,1
151,I appreciate your help.,0
433,Nice explanation.,0
454,Wonderful explanation.,0
581,I can't stand you.,1
997,Shut up.,1
267,Cool project!,0
257,I like this.,0
8,I like this.,0
258,Excellent work!,0
260,I like this.,0
195,Thank you for your support.,0
262,Thanks for clarifying.,0
638,Worst post ever.,1
314,Very informative.,0
229,You are very kind.,0
508,Dumb comment.,1
772,I can't stand you.,1
851,Completely wrong.,1
753,Go away.,1
362,Thanks for clarifying.,0
44,Nice explanation.,0
758,You sound like a moron.,1
958,Terrible idea.,1
915,Ignorant fool.,1
546,Ignorant fool.,1
592,You're delusional.,1
245,Well written!,0
826,You have no idea what you're saying.,1
899,No one cares.,1
98,That's a great idea.,0
395,That's a great idea.,0
476,Well written!,0
661,Why are you even here?,1
461,Cool project!,0
643,That’s pathetic.,1
965,I can't stand you.,1
674,Nobody likes you.,1
882,Terrible idea.,1
820,Stupidest thing I’ve seen.,1
912,That’s pathetic.,1
890,Terrible idea.,1
685,Go away.,1
392,Positive vibes only.,0
805,Go away.,1
405,I appreciate your help.,0
988,You're so annoying.,1
197,Well written!,0
1000,Worst advice ever.,1
769,You suck.,1
602,You sound like a moron.,1
619,Worst thing ever.,1
926,You're an idiot.,1
762,Get lost.,1
594,This is garbage.,1
344,Good effort!,0
665,You suck.,1
435,Looks great to me.,0
824,Worst post ever.,1
334,Thanks for clarifying.,0
209,I like this.,0
488,Thanks again for this.,0
573,Why are you even here?,1
277,"Great job, well done!",0
810,So dumb.,1
227,Keep up the good work.,0
122,Nice design!,0
786,That’s pathetic.,1
177,Keep up the good work.,0
865,This is absolute nonsense.,1
983,That’s pathetic.,1
778,You're delusional.,1
629,This is trash.,1
808,This is stupid.,1
818,You suck.,1
561,Ignorant fool.,1
140,I agree with your thoughts.,0
779,That’s pathetic.,1
394,Clean and elegant code.,0
940,That’s pathetic.,1
416,You're so smart.,0
909,You sound like a moron.,1
397,I like this.,0
70,Clean and elegant code.,0
710,This is stupid.,1
343,Thanks for clarifying.,0
251,You're brilliant.,0
718,Nobody likes you.,1
480,Excellent work!,0
870,You're delusional.,1
691,This is garbage.,1
693,Stop posting nonsense.,1
76,Nice design!,0
513,Stop posting nonsense.,1
923,You have no idea what you're saying.,1
47,Appreciate this insight.,0
962,Ignorant fool.,1
526,No one cares.,1
571,Worst thing ever.,1
157,Positive vibes only.,0
482,That's very helpful.,0
980,Dumb comment.,1
201,You are very kind.,0
751,You're full of crap.,1
158,Amazing contribution.,0
928,You're useless.,1
228,That's very helpful.,0
246,That's a great idea.,0
520,You have no idea what you're saying.,1
952,This is trash.,1
840,Go away.,1
208,"Great job, well done!",0
481,Very informative.,0
557,Terrible idea.,1
484,Cool project!,0
617,You suck.,1
81,Thanks for sharing.,0
540,Stop posting nonsense.,1
347,Thank you for your support.,0
880,Worst post ever.,1
1,Excellent work!,0
28,You made my day!,0
896,You have no idea what you're saying.,1
184,Looks great to me.,0
50,Respect your opinion.,0
441,You're so smart.,0
667,You're delusional.,1
944,You suck.,1
556,Disgusting.,1
324,So wholesome!,0
765,You're so annoying.,1
906,Go away.,1
489,That's very helpful.,0
88,You're brilliant.,0
832,You're so annoying.,1
916,Terrible idea.,1
951,You're useless.,1
959,Garbage response.,1
92,You're doing amazing!,0
378,You're doing amazing!,0
970,I hate you.,1
419,"Great job, well done!",0
816,I can't stand you.,1
607,That’s pathetic.,1
775,You're delusional.,1
869,Embarrassing.,1
640,You're an idiot.,1
253,Very informative.,0
274,Respect your opinion.,0
780,Garbage response.,1
966,Stupidest thing I’ve seen.,1
833,Ignorant fool.,1
621,This is trash.,1
382,You are very kind.,0
61,Respect your opinion.,0
514,Stupidest thing I’ve seen.,1
468,That's very helpful.,0
495,Appreciate this insight.,0
432,Cool project!,0
192,You made my day!,0
166,Thanks for clarifying.,0
755,I hate you.,1
563,Nobody likes you.,1
995,This is garbage.,1
369,Appreciate this insight.,0
146,Thank you for your support.,0
519,Go away.,1
939,Shut up.,1
842,Worst thing ever.,1
887,Shut up.,1
844,Nobody likes you.,1
162,Amazing contribution.,0
423,You're so smart.,0
453,Beautiful writing.,0
493,Nice design!,0
857,Disgusting.,1
284,Well written!,0
713,You're so annoying.,1
846,Stupidest thing I’ve seen.,1
109,Appreciate this insight.,0
494,Well written!,0
533,You're full of crap.,1
871,So dumb.,1
4,I appreciate your help.,0
52,Wonderful explanation.,0
422,You're so smart.,0
376,You're doing amazing!,0
698,Disgusting.,1
237,You're so smart.,0
704,Terrible idea.,1
644,You're so annoying.,1
438,Thanks for sharing.,0
400,"Super helpful, thanks!",0
54,That's a great idea.,0
108,"Great job, well done!",0
95,Looks great to me.,0
313,Well written!,0
742,That’s pathetic.,1
530,Embarrassing.,1
123,Nice design!,0
877,You're full of crap.,1
730,You suck.,1
963,You're an idiot.,1
595,You're delusional.,1
377,So wholesome!,0
425,Cool project!,0
973,This is absolute nonsense.,1
126,"Great job, well done!",0
911,Worst advice ever.,1
576,Go away.,1
445,Beautiful writing.,0
968,Shut up.,1
148,Keep up the good work.,0
891,Terrible idea.,1
235,Thank you for your support.,0
727,That’s pathetic.,1
551,Shut up.,1
905,Why are you even here?,1
625,You sound like a moron.,1
524,So dumb.,1
562,This is trash.,1
115,That's very helpful.,0
118,So wholesome!,0
275,So wholesome!,0
531,Embarrassing.,1
690,This is absolute nonsense.,1
500,Beautiful writing.,0
732,Garbage response.,1
714,Worst post ever.,1
345,"Great job, well done!",0
955,Stupidest thing I’ve seen.,1
154,Thank you for your support.,0
734,You're so annoying.,1
161,Nice explanation.,0
346,Respect your opinion.,0
63,Looks great to me.,0
976,This is trash.,1
475,Appreciate this insight.,0
332,Thanks again for this.,0
338,That's very helpful.,0
354,Respect your opinion.,0
430,Thanks again for this.,0
152,Thanks for sharing.,0
217,"Super helpful, thanks!",0
809,Worst advice ever.,1
827,This is stupid.,1
62,I appreciate your help.,0
183,That's very helpful.,0
10,Cool project!,0
393,Thank you for your support.,0
443,Thank you for your support.,0
266,Nice explanation.,0
523,You suck.,1
141,"Super helpful, thanks!",0
320,"Super helpful, thanks!",0
836,You're delusional.,1
873,Disgusting.,1
374,So wholesome!,0
694,Worst post ever.,1
888,This is stupid.,1
75,Nice explanation.,0
427,Wonderful explanation.,0
268,Thanks for sharing.,0
131,Appreciate this insight.,0
628,Disgusting.,1
355,"Super helpful, thanks!",0
924,Go away.,1
795,You're an idiot.,1
329,I appreciate your help.,0
292,So wholesome!,0
149,I like this.,0
738,You're useless.,1
635,You're delusional.,1
559,Embarrassing.,1
304,I like this.,0
967,Completely wrong.,1
124,Cool project!,0
45,That's very helpful.,0
802,Why are you even here?,1
420,Thank you for your support.,0
196,That's very helpful.,0
545,You're delusional.,1
138,You're doing amazing!,0
517,You're useless.,1
829,Get lost.,1
930,Embarrassing.,1
692,Get lost.,1
381,Amazing contribution.,0
336,Wonderful explanation.,0
36,Nice design!,0
302,Excellent work!,0
671,You're full of crap.,1
615,"Ugh, shut your mouth.",1
735,You're so annoying.,1
664,Embarrassing.,1
360,Well written!,0
777,So dumb.,1
102,Respect your opinion.,0
721,That’s pathetic.,1
770,Ignorant fool.,1
681,Terrible idea.,1
522,Shut up.,1
206,Cool project!,0
298,You are very kind.,0
379,I appreciate your help.,0
93,You're brilliant.,0
424,Beautiful writing.,0
188,Nice explanation.,0
380,I agree with your thoughts.,0
612,This is garbage.,1
200,That's very helpful.,0
358,Nice explanation.,0
56,Keep up the good work.,0
57,Thank you for your support.,0
989,This is garbage.,1
918,You're an idiot.,1
401,Thank you for your support.,0
507,You're an idiot.,1
60,You made my day!,0
20,Thanks for clarifying.,0
684,You're useless.,1
101,That's a great idea.,0
240,Keep up the good work.,0
16,You're doing amazing!,0
961,You suck.,1
270,Wonderful explanation.,0
301,"Super helpful, thanks!",0
537,You're an idiot.,1
112,Cool project!,0
282,Looks great to me.,0
459,Nice design!,0
182,I appreciate your help.,0
449,Nice design!,0
477,You're so smart.,0
218,Thanks for clarifying.,0
750,Dumb comment.,1
831,Stop posting nonsense.,1
658,You're useless.,1
350,Wonderful explanation.,0
478,You are very kind.,0
366,Thanks for sharing.,0
373,Thanks for clarifying.,0
224,Nice explanation.,0
309,"Super helpful, thanks!",0
278,Appreciate this insight.,0
491,Excellent work!,0
796,This is trash.,1
606,Garbage response.,1
5,You made my day!,0
688,Dumb comment.,1
747,Garbage response.,1
421,Thanks for sharing.,0
518,You're useless.,1
785,Terrible idea.,1
64,"Super helpful, thanks!",0
566,Ignorant fool.,1
398,Keep up the good work.,0
136,You're doing amazing!,0
59,You are very kind.,0
14,Respect your opinion.,0
96,Thanks for sharing.,0
781,Go away.,1
699,"Ugh, shut your mouth.",1
532,You suck.,1
139,Well written!,0
950,That’s pathetic.,1
787,Stop posting nonsense.,1
434,Clean and elegant code.,0
326,Thanks again for this.,0
642,I can't stand you.,1
291,You're brilliant.,0
321,So wholesome!,0
442,Looks great to me.,0
835,Dumb comment.,1
535,This is garbage.,1
603,Worst post ever.,1
176,So wholesome!,0
652,This is garbage.,1
163,You're so smart.,0
763,This is trash.,1
179,I like this.,0
811,So dumb.,1
155,You're brilliant.,0
331,Wonderful explanation.,0
653,Ignorant fool.,1
731,Stupidest thing I’ve seen.,1
496,Appreciate this insight.,0
194,Appreciate this insight.,0
211,Cool project!,0
465,You're so smart.,0
186,So wholesome!,0
676,Dumb comment.,1
647,You sound like a moron.,1
925,Completely wrong.,1
889,This is garbage.,1
83,Keep up the good work.,0
72,Thanks again for this.,0
193,Wonderful explanation.,0
529,Worst advice ever.,1
130,Excellent work!,0
156,You're brilliant.,0
953,Embarrassing.,1
759,You suck.,1
21,Nice design!,0
12,Keep up the good work.,0
48,You're so smart.,0
356,Appreciate this insight.,0
733,Garbage response.,1
337,Positive vibes only.,0
342,You're so smart.,0
726,Disgusting.,1
375,Beautiful writing.,0
248,Cool project!,0
396,You are very kind.,0
368,You're doing amazing!,0
103,Wonderful explanation.,0
413,That's very helpful.,0
794,This is absolute nonsense.,1
922,Garbage response.,1
58,Very informative.,0
168,Positive vibes only.,0
679,This is garbage.,1
593,Stupidest thing I’ve seen.,1
418,I agree with your thoughts.,0
554,This is absolute nonsense.,1
499,You're so smart.,0
172,Keep up the good work.,0
516,Stupidest thing I’ve seen.,1
222,Respect your opinion.,0
99,Nice explanation.,0
717,Go away.,1
199,Excellent work!,0
550,Ignorant fool.,1
271,So wholesome!,0
487,Thank you for your support.,0
987,You suck.,1
74,Respect your opinion.,0
444,Respect your opinion.,0
931,Embarrassing.,1
943,I hate you.,1
910,"Ugh, shut your mouth.",1
715,This is stupid.,1
339,Nice design!,0
352,That's a great idea.,0
670,Terrible idea.,1
280,Positive vibes only.,0
335,You made my day!,0
87,Excellent work!,0
406,Respect your opinion.,0
367,You're doing amazing!,0
247,Thanks for sharing.,0
399,Positive vibes only.,0
618,You sound like a moron.,1
949,Disgusting.,1
583,You're useless.,1
933,That’s pathetic.,1
521,Worst post ever.,1
322,So wholesome!,0
502,Stupidest thing I’ve seen.,1
678,Worst advice ever.,1
538,Disgusting.,1
391,Well written!,0
134,Thank you for your support.,0
920,Stop posting nonsense.,1
328,Beautiful writing.,0
616,This is trash.,1
739,Stop posting nonsense.,1
143,So wholesome!,0
216,Cool project!,0
512,Worst advice ever.,1
597,I can't stand you.,1
455,So wholesome!,0
370,Keep up the good work.,0
578,You suck.,1
295,I appreciate your help.,0
662,Terrible idea.,1
13,Good effort!,0
858,Go away.,1
127,Thanks for sharing.,0
38,Wonderful explanation.,0
579,You're so annoying.,1
111,Well written!,0
243,That's very helpful.,0
89,You're doing amazing!,0
941,Worst thing ever.,1
77,So wholesome!,0
547,Embarrassing.,1
689,I hate you.,1
984,That’s pathetic.,1
745,You're delusional.,1
67,Clean and elegant code.,0
121,Appreciate this insight.,0
947,Why are you even here?,1
25,Positive vibes only.,0
305,I like this.,0
588,Ignorant fool.,1
43,Keep up the good work.,0
743,Dumb comment.,1
250,I appreciate your help.,0
823,Garbage response.,1
467,That's very helpful.,0
914,I can't stand you.,1
567,Go away.,1
927,Go away.,1
860,Completely wrong.,1
431,Beautiful writing.,0
756,Worst thing ever.,1
259,I appreciate your help.,0
725,Completely wrong.,1
310,Appreciate this insight.,0
79,Thank you for your support.,0
543,Terrible idea.,1
774,Dumb comment.,1
596,I can't stand you.,1
611,I hate you.,1
319,"Great job, well done!",0
946,This is absolute nonsense.,1
471,So wholesome!,0
838,That’s pathetic.,1
226,Nice design!,0
687,That’s pathetic.,1
132,I agree with your thoughts.,0
627,That’s pathetic.,1
456,Positive vibes only.,0
696,So dumb.,1
631,You're so annoying.,1
934,You're full of crap.,1
591,No one cares.,1
849,Worst advice ever.,1
623,Why are you even here?,1
281,"Super helpful, thanks!",0
107,Thanks for sharing.,0
411,Beautiful writing.,0
981,Worst post ever.,1
223,You're so smart.,0
318,Respect your opinion.,0
65,"Super helpful, thanks!",0
429,Thanks for clarifying.,0
417,Positive vibes only.,0
541,Disgusting.,1
994,This is garbage.,1
757,So dumb.,1
386,Good effort!,0
225,You're so smart.,0
114,Nice design!,0
265,I like this.,0
586,You have no idea what you're saying.,1
932,Garbage response.,1
90,Very informative.,0
439,Cool project!,0
464,"Super helpful, thanks!",0
764,I hate you.,1
703,That’s pathetic.,1
364,Wonderful explanation.,0
585,Stupidest thing I’ve seen.,1
657,You're delusional.,1
639,"Ugh, shut your mouth.",1
800,You have no idea what you're saying.,1
170,"Super helpful, thanks!",0
600,Why are you even here?,1
437,Excellent work!,0
463,Well written!,0
371,Thank you for your support.,0
574,You're full of crap.,1
711,Worst advice ever.,1
803,"Ugh, shut your mouth.",1
26,Clean and elegant code.,0
862,That’s pathetic.,1
919,I can't stand you.,1
542,Get lost.,1
137,I appreciate your help.,0
964,Worst advice ever.,1
340,Thanks for clarifying.,0
198,I like this.,0
622,Go away.,1
389,That's very helpful.,0
78,Thanks for clarifying.,0
536,You sound like a moron.,1
133,Cool project!,0
656,Worst thing ever.,1
239,So wholesome!,0
510,So dumb.,1
125,Very informative.,0
560,You're delusional.,1
837,Stop posting nonsense.,1
333,You made my day!,0
316,Thanks again for this.,0
624,Completely wrong.,1
171,I like this.,0
782,Embarrassing.,1
145,Keep up the good work.,0
722,So dumb.,1
641,Why are you even here?,1
388,Looks great to me.,0
490,Thanks for sharing.,0
999,You're an idiot.,1
841,Completely wrong.,1
256,Good effort!,0
17,I appreciate your help.,0
773,Disgusting.,1
706,Why are you even here?,1
570,Dumb comment.,1
261,I appreciate your help.,0
974,Terrible idea.,1
19,That's very helpful.,0
283,Thanks again for this.,0
32,Thank you for your support.,0
231,Cool project!,0
85,Thanks for clarifying.,0
238,Nice design!,0
957,Worst advice ever.,1
525,You're delusional.,1
534,You're delusional.,1
80,Amazing contribution.,0
584,Why are you even here?,1
365,Excellent work!,0
636,I can't stand you.,1
866,Completely wrong.,1
648,Stop posting nonsense.,1
165,Thank you for your support.,0
384,Amazing contribution.,0
317,Cool project!,0
191,Clean and elegant code.,0
300,Thanks again for this.,0
789,No one cares.,1
116,You're doing amazing!,0
544,You're delusional.,1
683,Ignorant fool.,1
315,Appreciate this insight.,0
486,You're brilliant.,0
18,Thanks for sharing.,0
307,Nice design!,0
215,Appreciate this insight.,0
232,You are very kind.,0
242,That's a great idea.,0
565,You're full of crap.,1
178,Appreciate this insight.,0
403,Cool project!,0
408,Amazing contribution.,0
768,Get lost.,1
705,That’s pathetic.,1
264,Amazing contribution.,0
426,You're so smart.,0
903,You're an idiot.,1
799,Shut up.,1
609,This is absolute nonsense.,1
613,Why are you even here?,1
173,Keep up the good work.,0
598,Garbage response.,1
142,Appreciate this insight.,0
960,You're delusional.,1
590,Terrible idea.,1
94,"Super helpful, thanks!",0
450,That's very helpful.,0
632,You're so annoying.,1
69,Thanks for sharing.,0
73,Wonderful explanation.,0
190,Excellent work!,0
913,Worst post ever.,1
724,Completely wrong.,1
700,This is absolute nonsense.,1
7,You are very kind.,0
998,This is garbage.,1
975,Worst post ever.,1
548,No one cares.,1
701,You're so annoying.,1
174,That's very helpful.,0
353,Excellent work!,0
117,Clean and elegant code.,0
387,You made my day!,0
160,I agree with your thoughts.,0
22,You're brilliant.,0
273,You are very kind.,0
312,Looks great to me.,0
728,You suck.,1
599,Embarrassing.,1
712,"Ugh, shut your mouth.",1
236,That's a great idea.,0
35,Thank you for your support.,0
37,Good effort!,0
68,Thanks for sharing.,0
716,This is stupid.,1
212,Nice design!,0
169,Thank you for your support.,0
181,Respect your opinion.,0
135,Thanks for clarifying.,0
666,Completely wrong.,1
311,You're so smart.,0
180,I like this.,0
876,Stupidest thing I’ve seen.,1
575,This is stupid.,1
582,"Ugh, shut your mouth.",1
729,Embarrassing.,1
252,You made my day!,0
767,I hate you.,1
207,Thanks for sharing.,0
819,You're full of crap.,1
902,Disgusting.,1
659,Worst advice ever.,1
504,"Ugh, shut your mouth.",1
297,"Super helpful, thanks!",0
650,"Ugh, shut your mouth.",1
3,Appreciate this insight.,0
814,This is garbage.,1
414,I like this.,0
323,Positive vibes only.,0
511,I can't stand you.,1
97,Thanks for clarifying.,0
695,You're an idiot.,1
164,"Super helpful, thanks!",0
306,Keep up the good work.,0
451,That's a great idea.,0
749,Nobody likes you.,1
84,Appreciate this insight.,0
293,You made my day!,0
921,Disgusting.,1
159,Thanks for sharing.,0
993,Completely wrong.,1
187,Thanks again for this.,0
746,Stupidest thing I’ve seen.,1
390,I appreciate your help.,0
31,Excellent work!,0
720,So dumb.,1
330,Appreciate this insight.,0
783,"Ugh, shut your mouth.",1
29,Wonderful explanation.,0
859,No one cares.,1
404,Thanks again for this.,0
428,You are very kind.,0
214,I like this.,0
900,You sound like a moron.,1
469,You're doing amazing!,0
569,You sound like a moron.,1
817,This is stupid.,1
935,Get lost.,1
834,You're full of crap.,1
626,Stupidest thing I’ve seen.,1
776,This is stupid.,1
752,You're full of crap.,1
881,This is absolute nonsense.,1
977,No one cares.,1
104,Respect your opinion.,0
558,Disgusting.,1
852,Embarrassing.,1
874,Go away.,1
790,Worst post ever.,1
372,Very informative.,0
702,You suck.,1
894,Shut up.,1
483,That's a great idea.,0
412,I appreciate your help.,0
812,This is trash.,1
620,This is stupid.,1
580,This is trash.,1
991,Completely wrong.,1
119,That's very helpful.,0
740,You're so annoying.,1
167,Very informative.,0
813,You're an idiot.,1
221,Appreciate this insight.,0
938,You have no idea what you're saying.,1
630,Garbage response.,1
992,"Ugh, shut your mouth.",1
929,Stupidest thing I’ve seen.,1
917,This is stupid.,1
105,I agree with your thoughts.,0
86,You're doing amazing!,0
361,Thanks for clarifying.,0
646,You're full of crap.,1
806,You're an idiot.,1
205,Positive vibes only.,0
978,You have no idea what you're saying.,1
954,You're full of crap.,1
39,"Super helpful, thanks!",0
948,You're delusional.,1
254,Looks great to me.,0
723,I can't stand you.,1
793,Why are you even here?,1
527,You're delusional.,1
290,Looks great to me.,0
867,I can't stand you.,1
286,Well written!,0
848,Terrible idea.,1
680,"Ugh, shut your mouth.",1
498,Looks great to me.,0
82,Very informative.,0
106,You're so smart.,0
501,Disgusting.,1
233,Keep up the good work.,0
744,So dumb.,1
828,You're an idiot.,1
144,You're so smart.,0
66,Wonderful explanation.,0
27,Well written!,0
202,You're so smart.,0
707,This is absolute nonsense.,1
801,Stop posting nonsense.,1
110,Appreciate this insight.,0
748,You have no idea what you're saying.,1
996,You suck.,1
113,I agree with your thoughts.,0
299,Respect your opinion.,0
30,Appreciate this insight.,0
604,Why are you even here?,1
294,Thank you for your support.,0
937,Completely wrong.,1
605,Embarrassing.,1
972,You're full of crap.,1
497,Thanks again for this.,0
708,Garbage response.,1
348,You're so smart.,0
697,You have no idea what you're saying.,1
821,Dumb comment.,1
189,"Super helpful, thanks!",0
847,Stupidest thing I’ve seen.,1
754,You sound like a moron.,1
797,You're useless.,1
407,You're so smart.,0
741,Worst advice ever.,1
472,You're so smart.,0
614,"Ugh, shut your mouth.",1
875,Garbage response.,1
736,This is trash.,1
843,Terrible idea.,1
241,Amazing contribution.,0
269,That's very helpful.,0
893,Get lost.,1
936,This is stupid.,1
509,Ignorant fool.,1
945,Garbage response.,1
325,I agree with your thoughts.,0
804,You're an idiot.,1
147,Appreciate this insight.,0
276,I appreciate your help.,0
185,You're so smart.,0
668,Embarrassing.,1
645,This is absolute nonsense.,1
279,Appreciate this insight.,0
23,Keep up the good work.,0
798,Disgusting.,1
904,Worst thing ever.,1
41,I like this.,0
440,Nice explanation.,0
515,This is garbage.,1
883,I hate you.,1
33,Beautiful writing.,0
854,You sound like a moron.,1
663,Worst advice ever.,1
549,Terrible idea.,1
46,I agree with your thoughts.,0
672,Worst thing ever.,1
855,Garbage response.,1
458,Positive vibes only.,0
460,You're so smart.,0
830,Get lost.,1
651,I can't stand you.,1
861,Worst post ever.,1
479,Cool project!,0
383,Well written!,0
572,Shut up.,1
610,This is trash.,1
415,You're brilliant.,0
553,You're delusional.,1
908,Shut up.,1
9,"Super helpful, thanks!",0
363,Very informative.,0
822,No one cares.,1
220,Respect your opinion.,0
457,Keep up the good work.,0
761,Worst post ever.,1
296,Well written!,0
942,You're useless.,1
49,I appreciate your help.,0
249,Wonderful explanation.,0
448,Very informative.,0
34,"Great job, well done!",0
853,Disgusting.,1
719,This is stupid.,1
669,Completely wrong.,1
128,You made my day!,0
452,Respect your opinion.,0
341,Clean and elegant code.,0
42,You're brilliant.,0
51,Very informative.,0
892,"Ugh, shut your mouth.",1
884,Disgusting.,1
587,Garbage response.,1
409,You are very kind.,0
53,Good effort!,0
473,Nice explanation.,0
868,You have no idea what you're saying.,1
901,No one cares.,1
766,Embarrassing.,1
485,Wonderful explanation.,0
357,Positive vibes only.,0
863,Why are you even here?,1
402,Very informative.,0
879,This is garbage.,1
120,Cool project!,0
673,Worst thing ever.,1
234,Looks great to me.,0
349,Looks great to me.,0
784,I can't stand you.,1
263,I agree with your thoughts.,0
255,Nice explanation.,0
982,Completely wrong.,1
528,You're full of crap.,1
308,Keep up the good work.,0
71,Keep up the good work.,0
956,You suck.,1
979,No one cares.,1
462,Positive vibes only.,0
807,This is stupid.,1
15,Clean and elegant code.,0
682,I hate you.,1
272,Thank you for your support.,0
506,Ignorant fool.,1
709,Worst post ever.,1
971,Dumb comment.,1
577,Garbage response.,1
244,Respect your opinion.,0
351,Looks great to me.,0
850,Dumb comment.,1
898,Embarrassing.,1
153,You are very kind.,0
327,I agree with your thoughts.,0
792,Why are you even here?,1
885,Nobody likes you.,1
686,Disgusting.,1
447,"Great job, well done!",0
230,You made my day!,0
213,Looks great to me.,0
649,Why are you even here?,1
204,You're doing amazing!,0
303,Thanks again for this.,0
446,I like this.,0
815,Completely wrong.,1
660,You're full of crap.,1
